text,clean_text,actual_sentiment,predicted_sentiment,error_type,confidence,negative_probability,positive_probability,text_length,word_count
@DonnieWahlberg *tear* i missed out  glad to have you back home!,<USER> *tear* i missed out glad to have you back home!,0,1,false_positive,0.6457777023818109,0.35422229761818913,0.6457777023818109,54,11
"@alittletrendy please  brb, crying and eating a gallon of ice cream.","<USER> please brb, crying and eating a gallon of ice cream.",0,1,false_positive,0.5361872448051469,0.4638127551948531,0.5361872448051469,59,11
"@Lamequeen3 hahaha  wow some friend you are! By bf do you mean boyfriend? I dont have juan, you whoree! Freaaaak you! What are you doingg","<USER> hahaha wow some friend you are! By bf do you mean boyfriend? I dont have juan, you whoree! Freaaaak you! What are you doingg",0,1,false_positive,0.8871267432823036,0.11287325671769644,0.8871267432823036,131,25
Sitting outside on my porch working. It's SO beautiful outside. I need to get more tan before ATO Beach Weekend. Leave Thursday!!! ,Sitting outside on my porch working. It's SO beautiful outside. I need to get more tan before ATO Beach Weekend. Leave Thursday!!!,1,0,false_negative,0.5824817003441258,0.5824817003441258,0.4175182996558741,130,22
@maryk3lly oh the suns shine_now its time to scrub the #balcony _flying rats shits...  http://twitpic.com/7ztdk,<USER> oh the suns shine_now its time to scrub the balcony _flying rats shits... <URL>,0,1,false_positive,0.732142547054116,0.26785745294588403,0.732142547054116,86,15
Your iPhone screen is broken? Consider it a work of art and join http://bit.ly/MYmuL  ,Your iPhone screen is broken? Consider it a work of art and join <URL>,1,0,false_negative,0.6734512224752064,0.6734512224752064,0.3265487775247936,70,14
"@Anothermelody yeah, i need to find some first, but im short so i want to wear heels ","<USER> yeah, i need to find some first, but im short so i want to wear heels",1,0,false_negative,0.7198317294301068,0.7198317294301068,0.28016827056989324,76,17
"@benji_84 Nah, just work...   Well, I could be going back to Munich for a few days, thought I better start trying to speak German again.","<USER> Nah, just work... Well, I could be going back to Munich for a few days, thought I better start trying to speak German again.",0,1,false_positive,0.5934774936055487,0.4065225063944513,0.5934774936055487,131,25
Will this cut fit me?   http://twitpic.com/7syoz,Will this cut fit me? <URL>,0,1,false_positive,0.5586687927142041,0.4413312072857959,0.5586687927142041,27,6
"my legs hurt  today has been a good day, now i'm excited for summer ","my legs hurt today has been a good day, now i'm excited for summer",0,1,false_positive,0.5143418664605699,0.4856581335394301,0.5143418664605699,66,14
@Ikramxxx  http://tinyurl.com/qfg7jl Don't know if this works for you.. you have to be a livejournal member though ,<USER> <URL> Don't know if this works for you.. you have to be a livejournal member though,1,0,false_negative,0.6187579424009559,0.6187579424009559,0.3812420575990441,90,17
@therealtiffany awww its okay thunderstorms are boss ,<USER> awww its okay thunderstorms are boss,1,0,false_negative,0.7155464530626949,0.7155464530626949,0.284453546937305,43,7
"Recital ova!  My little darling too cute!  Saw my friend's new little baby girl..adorable, visited my dad for father's day.  miss him  ","Recital ova! My little darling too cute! Saw my friend's new little baby girl..adorable, visited my dad for father's day. miss him",0,1,false_positive,0.5116563735178999,0.48834362648210006,0.5116563735178999,130,22
Time for me to get out of here ,Time for me to get out of here,1,0,false_negative,0.6933706441046381,0.6933706441046381,0.30662935589536194,30,8
@christinaxobaby oh that sucks... hey check ur DM's ,<USER> oh that sucks... hey check ur DM's,1,0,false_negative,0.7980314149037656,0.7980314149037656,0.2019685850962344,41,8
"I love that I donated 2 @clairecmc when she 1st ran for Sen. Saw her on EMILY's List. Yeah, tooting my own horn. Sue me. ","I love that I donated 2 <USER> when she 1st ran for Sen. Saw her on EMILY's List. Yeah, tooting my own horn. Sue me.",1,0,false_negative,0.590916728068367,0.590916728068367,0.40908327193163296,116,25
"@jbranigan Hooky is my middle name  Not really, during the school year it was nose to the grindstone. I am in my loft but can see out ","<USER> Hooky is my middle name Not really, during the school year it was nose to the grindstone. I am in my loft but can see out",1,0,false_negative,0.7216629494434994,0.7216629494434994,0.2783370505565006,128,27
@BabyGrl4u1 yeah unfortunately the spymaster is still going on and well. oh ya Go Lakers! ,<USER> yeah unfortunately the spymaster is still going on and well. oh ya Go Lakers!,1,0,false_negative,0.7472898088941999,0.7472898088941999,0.2527101911058001,84,15
@InocencioJubee RIGHT! ,<USER> RIGHT!,0,1,false_positive,0.9133851367816789,0.08661486321832113,0.9133851367816789,13,2
Please watch this vid and tell me if you are not moved  http://www.youtube.com/watch?v=EUJSME0TORw,Please watch this vid and tell me if you are not moved <URL>,0,1,false_positive,0.5871012058247759,0.4128987941752241,0.5871012058247759,60,13
@KendraMarieK Good!! Tired though!! Had a long day!! Stayed out for as long as I could because tomorrow it's going to storm like crazy!! ,<USER> Good!! Tired though!! Had a long day!! Stayed out for as long as I could because tomorrow it's going to storm like crazy!!,0,1,false_positive,0.5276527956645536,0.4723472043354464,0.5276527956645536,129,24
"@jadecraven Ohh, you did journo? At Deakin? I'm doing that now!  Yeah, I barely watch TV either, I only watch the animal shows. ","<USER> Ohh, you did journo? At Deakin? I'm doing that now! Yeah, I barely watch TV either, I only watch the animal shows.",1,0,false_negative,0.6380335357653835,0.6380335357653835,0.3619664642346166,121,23
Cu~ute!  Want http://bit.ly/11bbt8,Cu~ute! Want <URL>,0,1,false_positive,0.7089819702548313,0.29101802974516866,0.7089819702548313,18,3
@Remy_Foster i did in one picture ,<USER> i did in one picture,0,1,false_positive,0.7656033721475539,0.23439662785244608,0.7656033721475539,27,6
@Icametumbling BTW &quot;whose&quot; not &quot;who's&quot;  sorry couldn't resist.,"<USER> BTW ""whose"" not ""who's"" sorry couldn't resist.",1,0,false_negative,0.6181014966636176,0.6181014966636176,0.3818985033363824,53,8
@DebNg  I'm looking for lots of unpaid work at the moment to get killer testimonials. Hope you find an awesome new blogger though ,<USER> I'm looking for lots of unpaid work at the moment to get killer testimonials. Hope you find an awesome new blogger though,1,0,false_negative,0.5296249189226699,0.5296249189226699,0.47037508107733006,128,23
China's a tough place for pups  http://is.gd/15eFb &amp; http://is.gd/15eFx via @wsj,China's a tough place for pups <URL> & <URL> via <USER>,0,1,false_positive,0.5606452504735104,0.43935474952648956,0.5606452504735104,55,11
"@Sharonyy soon, forgot my cellphone in my friends car xD But I've got some pics from my friends  gonna put them up now on twitter","<USER> soon, forgot my cellphone in my friends car xD But I've got some pics from my friends gonna put them up now on twitter",1,0,false_negative,0.5213351604936084,0.5213351604936084,0.4786648395063916,125,25
"@crystalgmurphy He shouldn't have! But gotta say, I'm kinda glad he did! lol - doesn't erase it from my mind tho! ","<USER> He shouldn't have! But gotta say, I'm kinda glad he did! lol - doesn't erase it from my mind tho!",0,1,false_positive,0.5661636580385683,0.4338363419614317,0.5661636580385683,104,21
shares http://tinyurl.com/czgton (Father's Love Letter  watch it guys. can make you cry...)  http://plurk.com/p/12czs8,shares <URL> (Father's Love Letter watch it guys. can make you cry...) <URL>,0,1,false_positive,0.7789589377514057,0.22104106224859432,0.7789589377514057,76,13
told ben to go on twitter for her but never actually told him what to tweet.  so he is going,told ben to go on twitter for her but never actually told him what to tweet. so he is going,1,0,false_negative,0.565712434416114,0.565712434416114,0.43428756558388604,91,20
@k I ate it ,<USER> I ate it,1,0,false_negative,0.6238052672628835,0.6238052672628835,0.37619473273711646,15,4
@rockingla awe thanks  I really need it right now,<USER> awe thanks I really need it right now,1,0,false_negative,0.5755540400818784,0.5755540400818784,0.42444595991812156,44,9
@deeplakshmi yea evn i do put up lotsa reminders n al..but jus my own parents anniversary i dint add to it  but glad i made it up to dem;),<USER> yea evn i do put up lotsa reminders n al..but jus my own parents anniversary i dint add to it but glad i made it up to dem;),0,1,false_positive,0.789725993596275,0.21027400640372496,0.789725993596275,131,29
"Hmm , .. the singing practise was canceled today  . But i got home earlier !  . Also , gonna get a bad bad grade on the math test..:/","Hmm , .. the singing practise was canceled today . But i got home earlier ! . Also , gonna get a bad bad grade on the math test..:/",1,0,false_negative,0.9138304188611888,0.9138304188611888,0.08616958113881118,131,29
@OliverJD I cannot wait until I have enough money for one ,<USER> I cannot wait until I have enough money for one,1,0,false_negative,0.6996809701697475,0.6996809701697475,0.30031902983025255,54,11
"@darthvader  Hope that you get to have another one soon, M'lord.","<USER> Hope that you get to have another one soon, M'lord.",0,1,false_positive,0.7955054143440198,0.20449458565598022,0.7955054143440198,58,11
@PlayboyMic awww  that was beautiful. Love that song. I'm about to send that to my mom.,<USER> awww that was beautiful. Love that song. I'm about to send that to my mom.,0,1,false_positive,0.8287332252489359,0.1712667747510641,0.8287332252489359,81,16
You know you are a geek when you thought the highlight of the video started at 2:15 http://digg.com/d1tsVp ... someone help me! ,You know you are a geek when you thought the highlight of the video started at 2:15 <URL> ... someone help me!,0,1,false_positive,0.7866090005181837,0.21339099948181628,0.7866090005181837,110,22
"@shortyinabox You're in a bad mood, aren't you ? Hugs ","<USER> You're in a bad mood, aren't you ? Hugs",1,0,false_negative,0.8000026477183975,0.8000026477183975,0.19999735228160254,46,10
"@mykimmykim Well now we're trying to add me to the lease, in which case I hope that helps. If we can't we're facked. ","<USER> Well now we're trying to add me to the lease, in which case I hope that helps. If we can't we're facked.",0,1,false_positive,0.7009787814037535,0.29902121859624653,0.7009787814037535,111,23
@MARYjuanaLIN lol...u have so issues hun. ,<USER> lol...u have so issues hun.,1,0,false_negative,0.5636755732094747,0.5636755732094747,0.4363244267905253,34,6
@CocaBeenSlinky a load of proverbial ,<USER> a load of proverbial,0,1,false_positive,0.7488181752979188,0.25118182470208117,0.7488181752979188,27,5
"@elle1021 I'm still trying to figure out how to do the code, lol.  i'm glad your having fun!","<USER> I'm still trying to figure out how to do the code, lol. i'm glad your having fun!",0,1,false_positive,0.8510432321045514,0.14895676789544865,0.8510432321045514,88,18
"@AllyCupcake I knew your song was going to be on, I was at band practice when the show was on  I'm glad it was in the show","<USER> I knew your song was going to be on, I was at band practice when the show was on I'm glad it was in the show",0,1,false_positive,0.8947054719802896,0.1052945280197104,0.8947054719802896,115,27
@textualoffender @rehabc  I like that me and my superpowers are being discussed here.,<USER> <USER> I like that me and my superpowers are being discussed here.,1,0,false_negative,0.5879356282350422,0.5879356282350422,0.4120643717649578,73,13
Im still lookin for someone to accompany me to the chicago blues fest nxt sunday nite.  #chicagobluesfestival,Im still lookin for someone to accompany me to the chicago blues fest nxt sunday nite. chicagobluesfestival,0,1,false_positive,0.651009775585566,0.34899022441443395,0.651009775585566,107,17
@sup_ashley OH REALLY?!  ,<USER> OH REALLY?!,1,0,false_negative,0.5789614773248875,0.5789614773248875,0.42103852267511255,18,3
"@alexis5167 Yeah... LOL - I'm drunk and twittering, not a good combination... ","<USER> Yeah... LOL - I'm drunk and twittering, not a good combination...",1,0,false_negative,0.5916185371145108,0.5916185371145108,0.4083814628854891,72,12
@mcraddictal i'll think about it. ,<USER> i'll think about it.,0,1,false_positive,0.9097653514289971,0.09023464857100294,0.9097653514289971,27,5
"@twinkle47 LOL Morning, raining here ","<USER> LOL Morning, raining here",0,1,false_positive,0.6848403281441655,0.3151596718558345,0.6848403281441655,32,5
Playing scattergories with the gang!! We can do it! Yes we can!!! @ashestree @brendadayes I miss my mac&amp;cheese  @sabriebrie,Playing scattergories with the gang!! We can do it! Yes we can!!! <USER> <USER> I miss my mac&cheese <USER>,0,1,false_positive,0.6407266296327558,0.35927337036724416,0.6407266296327558,107,19
@arancinibaby they're about an hour away Auchterarder inbetween Perth and Stirling Crieff 20mins from there  St A about 1/2 hours from AU,<USER> they're about an hour away Auchterarder inbetween Perth and Stirling Crieff 20mins from there St A about 1/2 hours from AU,1,0,false_negative,0.7090953387310983,0.7090953387310983,0.29090466126890174,129,22
@zoe_jonesss ooh right! im so jealous  i met him at his signing last year and he was so funny :') but i want to see him live!! have fun ,<USER> ooh right! im so jealous i met him at his signing last year and he was so funny :') but i want to see him live!! have fun,0,1,false_positive,0.5323038670973104,0.46769613290268963,0.5323038670973104,128,29
@CSI_PrintChick u go girl lol was gona go last nite after wrk BUT my girls had already lft  its all good tho dannys awesome,<USER> u go girl lol was gona go last nite after wrk BUT my girls had already lft its all good tho dannys awesome,0,1,false_positive,0.7193400264374356,0.28065997356256445,0.7193400264374356,113,24
Good Morning/Early Afternoon all. Sorry I'm so late with the chat today. But I'm here now and hoping everyone is ready to go.  #MonChat,Good Morning/Early Afternoon all. Sorry I'm so late with the chat today. But I'm here now and hoping everyone is ready to go. MonChat,1,0,false_negative,0.6593695896457471,0.6593695896457471,0.3406304103542529,133,24
"Ok well now it's time for me to head to bed, have uni tomorrow  Bye for now xoxo.","Ok well now it's time for me to head to bed, have uni tomorrow Bye for now xoxo.",0,1,false_positive,0.5311447667044296,0.46885523329557044,0.5311447667044296,80,18
@BlackburnJoshua didnt think she did that well on passions tbh ,<USER> didnt think she did that well on passions tbh,0,1,false_positive,0.5740671305781161,0.4259328694218839,0.5740671305781161,52,10
@chloemcfly i love you too  i called @tommcfly a big fat juggernaut and he still didnt reply.,<USER> i love you too i called <USER> a big fat juggernaut and he still didnt reply.,1,0,false_negative,0.7947652266602933,0.7947652266602933,0.20523477333970672,84,17
last night  it's been greatttttt.,last night it's been greatttttt.,0,1,false_positive,0.6170979396126103,0.3829020603873897,0.6170979396126103,32,5
@Dezz_MCR Nothing hun u are sooo sweet dont feel sad she will reply you again ,<USER> Nothing hun u are sooo sweet dont feel sad she will reply you again,1,0,false_negative,0.9621180748885005,0.9621180748885005,0.037881925111499466,74,15
"@starleigh2000 its mine, i love it! u werent following me before, thats y u couldnt see mee!  x","<USER> its mine, i love it! u werent following me before, thats y u couldnt see mee! x",0,1,false_positive,0.6942632488861049,0.3057367511138951,0.6942632488861049,86,18
@elise_hull That is so cool ! Jealous ,<USER> That is so cool ! Jealous,0,1,false_positive,0.6320295022105189,0.3679704977894811,0.6320295022105189,32,7
@LindaGranillo I'm on my phone so I won't be able to see it now but ima check it out tomorrow morning! ,<USER> I'm on my phone so I won't be able to see it now but ima check it out tomorrow morning!,1,0,false_negative,0.8123796515972164,0.8123796515972164,0.1876203484027836,94,21
There are a number of other people in this section of the terminal who have no plans to catch a flight either. ,There are a number of other people in this section of the terminal who have no plans to catch a flight either.,1,0,false_negative,0.7235534469278608,0.7235534469278608,0.2764465530721391,110,22
@mrsboozer ur like my dad! He fries! Never tans! I got mom's skin! Good thing bc I am always outside! ,<USER> ur like my dad! He fries! Never tans! I got mom's skin! Good thing bc I am always outside!,1,0,false_negative,0.5073306982376111,0.5073306982376111,0.49266930176238893,97,20
@illestnana that's sucks...  goodnite holla 2moro!  ,<USER> that's sucks... goodnite holla 2moro!,1,0,false_negative,0.8325514571992927,0.8325514571992927,0.16744854280070734,44,6
@PebblesBambams i knowwww it  loolol,<USER> i knowwww it loolol,1,0,false_negative,0.630144471876122,0.630144471876122,0.36985552812387795,26,5
"something new learn today... my friend didn't had license , didn't had car papers, break the signal. and guess what it cost him only 15 ","something new learn today... my friend didn't had license , didn't had car papers, break the signal. and guess what it cost him only 15",1,0,false_negative,0.7962415007000054,0.7962415007000054,0.20375849929999462,135,25
"@JBMareMareJB no, I didnt make it to that one   &amp; thanks so much!","<USER> no, I didnt make it to that one & thanks so much!",0,1,false_positive,0.8380776548267276,0.16192234517327242,0.8380776548267276,56,13
@workformeonline I didn't understand that   Try commands like 'Buy 30 #tag' or 'Sell 30 #tag',<USER> I didn't understand that Try commands like 'Buy 30 tag' or 'Sell 30 tag',0,1,false_positive,0.5704955185930028,0.42950448140699715,0.5704955185930028,79,15
but now i have to eat breakfast ,but now i have to eat breakfast,1,0,false_negative,0.6771739039817599,0.6771739039817599,0.3228260960182401,31,7
Wish i was in Puerto Rico. Look how beautiful  http://mypict.me/25f0,Wish i was in Puerto Rico. Look how beautiful <URL>,1,0,false_negative,0.5776949258375176,0.5776949258375176,0.4223050741624824,51,10
@sarah_wallace I know!  I guess it's our job to carry the stress for them.  Is this her first?,<USER> I know! I guess it's our job to carry the stress for them. Is this her first?,1,0,false_negative,0.5734957746776337,0.5734957746776337,0.4265042253223663,84,18
@johnreese lol so you went with generic twitter background? i never saw your old one ,<USER> lol so you went with generic twitter background? i never saw your old one,0,1,false_positive,0.6702005746096152,0.32979942539038476,0.6702005746096152,80,15
@richa_august84 I think Chrony meant an ape called TR Rajendran. Not Russell Peters. ,<USER> I think Chrony meant an ape called TR Rajendran. Not Russell Peters.,1,0,false_negative,0.6445303242995934,0.6445303242995934,0.3554696757004065,75,13
Reading through LOADS of status updates. Man you people have been busy! ,Reading through LOADS of status updates. Man you people have been busy!,1,0,false_negative,0.5210617443564476,0.5210617443564476,0.47893825564355236,71,12
@NathanDarker hahaha. thats funny. you would die here in our 85 degree weather. yeeah I guess not.. i thought he got the picture ,<USER> hahaha. thats funny. you would die here in our 85 degree weather. yeeah I guess not.. i thought he got the picture,0,1,false_positive,0.6126675575151659,0.3873324424848341,0.6126675575151659,121,23
"@LizScherer yeah, now Dublin is a 35min flight that costs â¬50 ","<USER> yeah, now Dublin is a 35min flight that costs â¬50",1,0,false_negative,0.7208658869183446,0.7208658869183446,0.27913411308165537,58,11
@majikelbeans pleeeeease? ,<USER> pleeeeease?,0,1,false_positive,0.532860956131203,0.467139043868797,0.532860956131203,18,2
@Elisha_Cole lol no im horrible at signing N dancing lol  N no i dont show anything i haven't yet i just dont think im ready  do u sign?,<USER> lol no im horrible at signing N dancing lol N no i dont show anything i haven't yet i just dont think im ready do u sign?,1,0,false_negative,0.9332729312479878,0.9332729312479878,0.06672706875201213,128,28
@OpheliaPunk yeah  i know @laname said she was looking,<USER> yeah i know <USER> said she was looking,1,0,false_negative,0.5728079128362129,0.5728079128362129,0.4271920871637871,46,9
Saturdays &amp; JLS together = ,Saturdays & JLS together =,0,1,false_positive,0.5814603612998362,0.41853963870016375,0.5814603612998362,26,5
@Serendipi You need one of those sound proof screens like they have in limos ,<USER> You need one of those sound proof screens like they have in limos,1,0,false_negative,0.5170621020816248,0.5170621020816248,0.4829378979183752,72,14
Russell invited me to Drayton Manor on Tuesday with zoe for his birthday  Then he realised that I'd be a loner so he invited Mikey too!,Russell invited me to Drayton Manor on Tuesday with zoe for his birthday Then he realised that I'd be a loner so he invited Mikey too!,1,0,false_negative,0.6503514443564204,0.6503514443564204,0.3496485556435796,134,26
work = exhausting. i hate tourists. so stupid... ,work = exhausting. i hate tourists. so stupid...,1,0,false_negative,0.9698619901788323,0.9698619901788323,0.030138009821167617,48,8
"@mariawinther Phooey, it's in New York. The Americans get all the best events ","<USER> Phooey, it's in New York. The Americans get all the best events",0,1,false_positive,0.8690880346229515,0.13091196537704852,0.8690880346229515,70,13
@ozdj Might be raining but Ferns are so impressive when they're wet.  Love to see how gardens take shape. I never buy mature plants ,<USER> Might be raining but Ferns are so impressive when they're wet. Love to see how gardens take shape. I never buy mature plants,1,0,false_negative,0.5159121136623854,0.5159121136623854,0.4840878863376146,131,24
@jimmycarr Another accolade to put down on the old CV  Bet no-one else has done that!,<USER> Another accolade to put down on the old CV Bet no-one else has done that!,1,0,false_negative,0.5977565368111688,0.5977565368111688,0.40224346318883125,80,16
"I'm fucking confused. - fennex95: son empandas  deliciosas Word. So my grandpaâs an idiot, then. YOUâD... http://tumblr.com/xko1yyh0f","I'm fucking confused. - fennex95: son empandas deliciosas Word. So my grandpaâs an idiot, then. YOUâD... <URL>",1,0,false_negative,0.5104128227052542,0.5104128227052542,0.48958717729474577,114,17
@carole29 cool. I go back Tuesday  kinda fed up of where I work.,<USER> cool. I go back Tuesday kinda fed up of where I work.,0,1,false_positive,0.6127255846165853,0.38727441538341467,0.6127255846165853,60,13
"@justinewalshe  she is tho poor thing, like an ironing board, she can have some of mine (get in the blimming way they do)","<USER> she is tho poor thing, like an ironing board, she can have some of mine (get in the blimming way they do)",1,0,false_negative,0.9001244589336435,0.9001244589336435,0.09987554106635654,112,23
@AndyGoulding can you sort me out a meet with Escala? ,<USER> can you sort me out a meet with Escala?,1,0,false_negative,0.5400951227903135,0.5400951227903135,0.4599048772096866,46,10
@Eri8321317 I know alot of people are waiting til their shows!  At least the thought was there! ,<USER> I know alot of people are waiting til their shows! At least the thought was there!,1,0,false_negative,0.6104962510202661,0.6104962510202661,0.38950374897973394,89,17
@Josephinea197 Only second?  I thought she would get first for sure. ,<USER> Only second? I thought she would get first for sure.,0,1,false_positive,0.6299510142196547,0.3700489857803453,0.6299510142196547,59,11
Shelby and her &quot;Wobble&quot;  (but its cute) - http://qik.com/video/1907189,"Shelby and her ""Wobble"" (but its cute) - <URL>",0,1,false_positive,0.9336454604795177,0.06635453952048231,0.9336454604795177,46,9
its raining again. yeyeyeyey ,its raining again. yeyeyeyey,1,0,false_negative,0.6760222940539379,0.6760222940539379,0.3239777059460621,28,4
@kirstiealley You really should take a break. ,<USER> You really should take a break.,0,1,false_positive,0.7457266624439745,0.25427333755602555,0.7457266624439745,38,7
I need food and blazing hot tea. That will keep me awake for another hour or two ,I need food and blazing hot tea. That will keep me awake for another hour or two,1,0,false_negative,0.6229591153344046,0.6229591153344046,0.3770408846655954,80,17
"I forgot the Page 22 mag at home  but Felipe baby ... hm, will see  iPod with me ...  Good, good.  I thi.. http://tinyurl.com/odtwge","I forgot the Page 22 mag at home but Felipe baby ... hm, will see iPod with me ... Good, good. I thi.. <URL>",0,1,false_positive,0.5473833450704446,0.4526166549295554,0.5473833450704446,108,24
@ice66 Why not join in? ,<USER> Why not join in?,1,0,false_negative,0.7218848886362379,0.7218848886362379,0.2781151113637621,23,5
"@melissaa18 you being sad is making me sad, and also you wont be in religion, but drop by lunch kk ","<USER> you being sad is making me sad, and also you wont be in religion, but drop by lunch kk",1,0,false_negative,0.9948644712099415,0.9948644712099415,0.005135528790058509,93,20
@RockinChick09 so... what do u think he'll do then cuz all i think is hes gonna hang up!  lolloll,<USER> so... what do u think he'll do then cuz all i think is hes gonna hang up! lolloll,0,1,false_positive,0.8667002794665951,0.1332997205334049,0.8667002794665951,88,19
@BondServantLZ  i already updated,<USER> i already updated,0,1,false_positive,0.7054736561282692,0.2945263438717308,0.7054736561282692,24,4
